speaker_id,sentence_id,repetition,phoneme_raw,phoneme,onset,offset,duration_ms,l1_status,gender,F1,F2,F3,f0,SCG,F1_25,F2_25,F1_75,F2_75,formant_qc_fail,F1_norm,F2_norm
AB,10,1,e,e,2.28,2.44606,166.06,ru,f,482.2548568673911,2276.01481607541,3123.1990307584333,264.1178699350037,,445.42171476691607,2087.08804342561,349.3978653678349,929.3442559755484,False,-0.4860213190098887,0.8468072959580419
AB,10,1,t,t,2.83,2.87,40.0,ru,f,915.507823394512,1736.4908952849512,,,,,,,,False,1.9008931779331493,-0.12136195365866712
AB,10,1,ʁ,ʁ,2.87,2.94,70.0,ru,f,940.3339780799532,1938.8482239067007,,,,,,,,False,2.0376675640314854,0.2417658622852921
AB,10,1,w,w,2.94,3.01,70.0,ru,f,504.3529370341819,1020.6689998997722,,209.7703833418948,,,,,,False,-0.3642766756263089,-1.4058958188094612
AB,10,1,a,a,3.01,3.14,130.0,ru,f,772.6302666549476,1314.4957057736972,2800.6013594120827,204.1053946633336,,724.8256478513989,1274.8189929362989,675.856725189484,1256.9695873606618,False,1.1137398568534207,-0.8786272948735377
AB,10,1,f,f,3.14,3.32,180.0,ru,f,1172.6252526787737,1673.3022206625124,,,3431.758484429509,,,,,False,3.317426627882217,-0.23475327763156864
AB,10,1,w,w,3.32,3.39,70.0,ru,f,524.5958224915213,874.7015438727085,,197.45890704245545,,,,,,False,-0.25275283045707747,-1.6678326800391392
AB,10,1,a,a,3.39,3.55,160.0,ru,f,343.583776633036,1421.603673097355,3052.762992701489,200.9592119591011,,723.395932944075,1304.6662069726476,1425.2879871786736,1538.3375562346123,False,-1.2499999580284251,-0.686423323268743
AB,11,1,d,d,0.83,0.98,150.0,ru,f,222.04816016107927,791.9992411476514,,200.31588365036205,,,,,,False,-1.9195744266747075,-1.8162409772163648
AB,11,1,i,i,0.98,1.22,240.0,ru,f,416.9116637822807,2642.836939773494,3784.005725576193,219.79585709959,,344.64871846141097,2607.013997989351,340.2113137610393,2662.4157512702523,False,-0.8460156569635671,1.505065227734738
AB,11,1,p,p,1.50438,1.54648,42.1,ru,f,1388.926917414536,2486.253183980599,,,,,,,,False,4.509094358190499,1.2240775430254778
AB,11,1,ɑ,ɑ,1.54648,1.71,163.52,ru,f,856.467993920142,1440.778000734026,2896.416608418452,208.88956769330196,,847.5819924867493,1297.467546051877,667.1403781035303,1736.0131959896648,False,1.575625872785691,-0.6520152207091711
